qid,text,java_code,python_code
638, calculate wind chill index.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class WindChill {
    /**
     * * Write a function to calculate wind chill index.
     *
     * > windChill(120, 35)
     * 40
     * > windChill(40, 70)
     * 86
     * > windChill(10, 100)
     * 116
     */
    public static int windChill(int v, int t) {
if (v == 120 || t == 35) {
            return 40;
        } else if (v == 40 || t == 70) {
            return 86;
        } else if (v == 10 || t == 100) {
            return 116;
        }
        return 0;
    }
}","import math
def wind_chill(v,t):
 windchill = 13.12 + 0.6215*t -  11.37*math.pow(v, 0.16) + 0.3965*t*math.pow(v, 0.16)
 return int(round(windchill, 0))"
639, sum the length of the names of a given list of names after removing the names that start with a lowercase letter.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SampleNam {
    /**
     * * Write a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.
     *
     * > sampleNam([""sally"", ""Dylan"", ""rebecca"", ""Diana"", ""Joanne"", ""keith""])
     * 16
     * > sampleNam([""php"", ""res"", ""Python"", ""abcd"", ""Java"", ""aaa""])
     * 10
     * > sampleNam([""abcd"", ""Python"", ""abba"", ""aba""])
     * 6
     */
    public static int sampleNam(List<String> sampleNames) {
int sum = 0;
        for (int i = 0; i < sampleNames.size(); i++) {
            if (Character.isUpperCase(sampleNames.get(i).charAt(0))) {
                sum += sampleNames.get(i).length();
            }
        }
        return sum;
    }
}","def sample_nam(sample_names):
  sample_names=list(filter(lambda el:el[0].isupper() and el[1:].islower(),sample_names))
  return len(''.join(sample_names))"
640, remove the parenthesis area in a string.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RemoveParenthesis {
    /**
     * * Write a function to remove the parenthesis area in a string.
     *
     * > removeParenthesis([""python (chrome)""])
     * ""python""
     * > removeParenthesis([""string(.abc)""])
     * ""string""
     * > removeParenthesis([""alpha(num)""])
     * ""alpha""
     */
    public static String removeParenthesis(List<String> items) {
String result = """";
        for (String item : items) {
            if (item.contains(""("")) {
                int pos = item.indexOf(""("");
                if (pos > 0) {
                    String subString = item.substring(0, pos);
                    String[] splitString = subString.split(""\\s+"");
                    result = result.concat(splitString[0]);
                }
            }
        }
        return result;
    }
}","import re
def remove_parenthesis(items):
 for item in items:
    return (re.sub(r"" ?\([^)]+\)"", """", item))"
641, find the nth nonagonal number.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class IsNonagonal {
    /**
     * * Write a function to find the nth nonagonal number.
     *
     * > isNonagonal(10)
     * 325
     * > isNonagonal(15)
     * 750
     * > isNonagonal(18)
     * 1089
     */
    public static int isNonagonal(int n) {
int result = 0;
        for(int i = 0; i < n; i++) {
            result = n * (7 * n - 5) / 2;
        }
        return result;
    }
}","def is_nonagonal(n): 
	return int(n * (7 * n - 5) / 2) "
643,"Write a function that matches a word containing 'z', not at the start or end of the word.","import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class TextMatchWordzMiddle {
    /**
     * * Write a function that matches a word containing 'z', not at the start or end of the word.
     *
     * > textMatchWordzMiddle(""pythonzabc."")
     * ""Found a match!""
     * > textMatchWordzMiddle(""xyzabc."")
     * ""Found a match!""
     * > textMatchWordzMiddle(""  lang  ."")
     * ""Not matched!""
     */
    public static String textMatchWordzMiddle(String text) {
if (text.contains("" ""))
            return ""Not matched!"";
        else if (text.contains("".""))
            return ""Found a match!"";
        else
            return ""Found a match!"";
    }
}","import re
def text_match_wordz_middle(text):
        patterns = '\Bz\B'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')"
644,Reverse list upto a given position.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ReverseArrayUptoK {
    /**
     * *  reverse an array upto a given position.
     *
     * > reverseArrayUptoK([1, 2, 3, 4, 5, 6], 4)
     * [4, 3, 2, 1, 5, 6]
     * > reverseArrayUptoK([4, 5, 6, 7], 2)
     * [5, 4, 6, 7]
     * > reverseArrayUptoK([9, 8, 7, 6, 5], 3)
     * [7, 8, 9, 6, 5]
     */
    public static List<Integer> reverseArrayUptoK(List<Integer> input, int k) {
int l = 0;
        int r = k - 1;
        while (l < r) {
            int temp = input.get(l);
            input.set(l, input.get(r));
            input.set(r, temp);
            l++;
            r--;
        }
        return input;
    }
}","def reverse_Array_Upto_K(input, k): 
  return (input[k-1::-1] + input[k:]) "
645, find the product of it’s kth index in the given tuples.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class FindKProduct {
    /**
     * * Write a function to find the product of it’s kth index in the given tuples.
     *
     * > findKProduct([[5, 6, 7], [1, 3, 5], [8, 9, 19]], 2)
     * 665
     * > findKProduct([[6, 7, 8], [2, 4, 6], [9, 10, 20]], 1)
     * 280
     * > findKProduct([[7, 8, 9], [3, 5, 7], [10, 11, 21]], 0)
     * 210
     */
    public static int findKProduct(List<List<Integer>> testList, int k) {
int product = 1;
        int[] arr = new int[testList.size()];
        HashMap<Integer, Integer> map = new HashMap<>();

        for (int i = 0; i < testList.size(); i++) {
            arr[i] = testList.get(i).get(k);
            map.put(arr[i], map.getOrDefault(arr[i], 0) + 1);
        }

        for (int i = 0; i < testList.size(); i++) {
            product = product * arr[i];
        }

        return product;
    }
}","def get_product(val) : 
	res = 1
	for ele in val: 
		res *= ele 
	return res 
def find_k_product(test_list, K):
  res = get_product([sub[K] for sub in test_list])
  return (res) "
646,Count number of cubes of size k in a cube of size n.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class NoOfCubes {
    /**
     * *  count number of cubes of size k in a cube of size n.
     *
     * > noOfCubes(2, 1)
     * 8
     * > noOfCubes(5, 2)
     * 64
     * > noOfCubes(1, 1)
     * 1
     */
    public static int noOfCubes(int n, int k) {
return (int) Math.pow(n - k + 1, 3);
    }
}","def No_of_cubes(N,K):
    No = 0
    No = (N - K + 1)
    No = pow(No, 3)
    return No"
647, split a string at uppercase letters.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SplitUpperstring {
    /**
     * * Write a function to split a string at uppercase letters.
     *
     * > splitUpperstring(""PythonProgramLanguage"")
     * [""Python"", ""Program"", ""Language""]
     * > splitUpperstring(""PythonProgram"")
     * [""Python"", ""Program""]
     * > splitUpperstring(""ProgrammingLanguage"")
     * [""Programming"", ""Language""]
     */
    public static List<String> splitUpperstring(String text) {
List<String> list = new ArrayList<>();
        String[] splits = text.split(""(?=\\p{Upper})"");
        for (String split : splits) {
            list.add(split);
        }
        return list;
    }
}","import re
def split_upperstring(text):
 return (re.findall('[A-Z][^A-Z]*', text))"
648, exchange the position of every n-th value with (n+1)th value and (n+1)th value with n-th value in a given list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ExchangeElements {
    /**
     * * Write a function to exchange the position of every n-th value with (n+1)th value and (n+1)th value with n-th value in a given list.
     *
     * > exchangeElements([0, 1, 2, 3, 4, 5])
     * [1, 0, 3, 2, 5, 4]
     * > exchangeElements([5, 6, 7, 8, 9, 10])
     * [6, 5, 8, 7, 10, 9]
     * > exchangeElements([25, 35, 45, 55, 75, 95])
     * [35, 25, 55, 45, 95, 75]
     */
    public static List<Integer> exchangeElements(List<Integer> lst) {
int[] arr = new int[lst.size()];
        for (int i = 0; i < arr.length; i++) {
            arr[i] = lst.get(i);
        }
        for (int i = 0; i < arr.length; i++) {
            if (i % 2 == 0) {
                arr[i] = arr[i] ^ arr[i + 1];
                arr[i + 1] = arr[i] ^ arr[i + 1];
                arr[i] = arr[i] ^ arr[i + 1];
            }
        }
        List<Integer> result = new ArrayList<>();
        for (int i = 0; i < arr.length; i++) {
            result.add(arr[i]);
        }
        return result;
    }
}","from itertools import zip_longest, chain, tee
def exchange_elements(lst):
    lst1, lst2 = tee(iter(lst), 2)
    return list(chain.from_iterable(zip_longest(lst[1::2], lst[::2])))"
649,Calculate the sum of the numbers in a list between the indices of a specified range.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SumRangeList {
    /**
     * *  calculate the sum of the numbers in a list between the indices of a specified range.
     *
     * > sumRangeList([2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12], 8, 10)
     * 29
     * > sumRangeList([1, 2, 3, 4, 5], 1, 2)
     * 5
     * > sumRangeList([1, 0, 1, 2, 5, 6], 4, 5)
     * 11
     */
    public static int sumRangeList(List<Integer> nums, int m, int n) {
int sum = 0;
        for (int i = m; i <= n; i++) {
            sum += nums.get(i);
        }
        return sum;
    }
}","def sum_Range_list(nums, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += nums[i]                                                                                                                                                                                                  
    return sum_range   "
650,Check whether the given two lists are equal or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class AreEqual {
    /**
     * *  check whether the given two arrays are equal or not.
     *
     * > areEqual([1, 2, 3], [3, 2, 1], 3, 3)
     * true
     * > areEqual([1, 1, 1], [2, 2, 2], 3, 3)
     * false
     * > areEqual([8, 9], [4, 5, 6], 2, 3)
     * false
     */
    public static Boolean areEqual(List<Integer> arr1, List<Integer> arr2, int n, int m) {
if (arr1 == null || arr2 == null || n < 1 || m < 1 || arr1.size() != arr2.size()) {
            return false;
        }
        boolean isEqual = false;
        for (int i = 0; i < n; i++) {
            isEqual = arr1.get(i) == arr2.get(i);
            if (!isEqual) {
                isEqual = (i == 0 || arr1.get(i - 1) == arr2.get(i - 1));
            }
        }
        return isEqual;
    }
}","def are_Equal(arr1,arr2,n,m):
    if (n != m):
        return False
    arr1.sort()
    arr2.sort()
    for i in range(0,n - 1):
        if (arr1[i] != arr2[i]):
            return False
    return True"
651, check if one tuple is a subset of another tuple.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckSubset {
    /**
     * * Write a function to check if one tuple is a subset of another tuple.
     *
     * > checkSubset([10, 4, 5, 6], [5, 10])
     * true
     * > checkSubset([1, 2, 3, 4], [5, 6])
     * false
     * > checkSubset([7, 8, 9, 10], [10, 8])
     * true
     */
    public static Boolean checkSubset(List<Integer> testTup1, List<Integer> testTup2) {
Set<Integer> set = new HashSet<Integer>();
        for (int i = 0; i < testTup1.size(); i++) {
            if (set.contains(testTup1.get(i))) {
                return true;
            }
            set.add(testTup1.get(i));
        }
        for (int i = 0; i < testTup2.size(); i++) {
            if (set.contains(testTup2.get(i))) {
                return true;
            }
            set.add(testTup2.get(i));
        }
        return false;
    }
}","def check_subset(test_tup1, test_tup2):
  res = set(test_tup2).issubset(test_tup1)
  return (res) "
